ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,MAJOR_SF,SF,degree_major,degree_college,degree_year
2126,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,ACIS,03,2009
2127,M,I,White,GER,GER_F1,LAHS_F1,Fall 2005,GER,GER_S1,LAHS_S1,GER,GER_F2,LAHS_F2,GER,GER_S2,LAHS_S2,GER,GER_F3,LAHS_F3,GER,GER_S3,LAHS_S3,GER,GER_F4,LAHS_F4,GER,GER_S4,LAHS_S4,GER,GER_F5,LAHS_F5,GER,GER_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,GER,07,2010
2128,M,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,,NE_F2,NE_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,MATH,MATH_F5,SCI_F5,MATH,MATH_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,MATH,08,2010
2129,M,I,Not Reported,IS,IS_F1,LAHS_F1,Fall 2005,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,IS,07,2008
2130,F,I,White,US,US_F1,IC_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIOL,08,2009
2131,M,I,Asian,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,BIT,BIT_F5,BIZ_F5,BIT,BIT_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201006,GRAD_F6,_F6,BIT,03,2010
2132,M,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,CHE,CHE_F4,ENG_F4,CHE,CHE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CHE,05,2009
2133,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,ISE,ISE_F6,ENG_F6,ISE,ISE_S6,ENG_S6,201101,,,ISE,05,2011
2134,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,EE,EE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,EE,05,2009
2135,M,I,Not Reported,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,,NE_F2,NE_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,BIOL,BIOL_S4,SCI_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2136,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
2137,F,I,White,BCHM,BCHM_F1,ALS_F1,Fall 2005,BCHM,BCHM_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HNFE,01,2009
2138,F,I,Asian,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,ACIS,ACIS_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ACIS,03,2010
2139,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2140,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IDST,07,2009
2141,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2142,M,I,Hispanics of any race,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,SOC,SOC_F2,LAHS_F2,SOC,SOC_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,PSCI,PSCI_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,PSCI,07,2009
2143,M,O,Nonresident Alien,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
2144,F,I,White,HNFE,HNFE_F1,ALS_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HD,HD_F4,LAHS_F4,HD,HD_S4,LAHS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,HNFE,01,2010
2145,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,DAE,DAE_F5,ENG_F5,DAE,DAE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,DAE,05,2010
2146,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,COMM,07,2008
2147,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,,NE_S3,NE_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,EE,05,2009
2148,M,I,White,WSCI,WSCI_F1,NRE_F1,Fall 2005,WSCI,WSCI_S1,NRE_S1,WSCI,WSCI_F2,NRE_F2,WSCI,WSCI_S2,NRE_S2,WSCI,WSCI_F3,NRE_F3,WSCI,WSCI_S3,NRE_S3,WSCI,WSCI_F4,NRE_F4,WSCI,WSCI_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,WSCI,10,2009
2149,F,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ISE,05,2009
2150,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201007,GRAD_F6,_F6,ISE,05,2010
2151,M,I,White,PHYS,PHYS_F1,SCI_F1,Fall 2005,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIT,03,2009
2152,M,O,Black or African American,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,AHRM,07,2009
2153,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
2154,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PUA,PUA_F3,AUS_F3,PUA,PUA_S3,AUS_S3,PUA,PUA_F4,AUS_F4,PUA,PUA_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PUA,02,2009
2155,M,I,White,BIOC,BIOC_F1,SCI_F1,Fall 2005,BIOC,BIOC_S1,SCI_S1,BIOC,BIOC_F2,SCI_F2,BIOC,BIOC_S2,SCI_S2,BIOC,BIOC_F3,SCI_F3,BIOC,BIOC_S3,SCI_S3,BIOC,BIOC_F4,SCI_F4,BIOC,BIOC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIOC,08,2009
2156,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CS,05,2009
2157,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FIN,03,2009
2158,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,MKTG,MKTG_F5,BIZ_F5,MKTG,MKTG_S5,BIZ_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,200901,GRAD_F5,_F5,MKTG,03,2009
2159,F,O,White,APSC,APSC_F1,ALS_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2160,M,O,Black or African American,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MGT,03,2009
2161,M,I,Hispanics of any race,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ACIS,03,2009
2162,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,HNFE,01,2009
2163,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,CE,05,2009
2164,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
2165,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2005,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSYC,08,2009
2166,F,I,White,MGT,MGT_F1,BIZ_F1,Fall 2005,MGT,MGT_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,MKTG,03,2008
2167,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,,NE_F4,NE_F4,GEOG,GEOG_S4,NRE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,GEOG,GEOG_F6,NRE_F6,,NE_S6,NE_S6,,,,,,
2168,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,MGT,MGT_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,MGT,03,2009
2169,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2170,M,I,White,NR,NR_F1,NRE_F1,Fall 2005,FORS,FORS_S1,NRE_S1,FORS,FORS_F2,NRE_F2,FORS,FORS_S2,NRE_S2,FORS,FORS_F3,NRE_F3,FORS,FORS_S3,NRE_S3,FORS,FORS_F4,NRE_F4,FORS,FORS_S4,NRE_S4,FORS,FORS_F5,NRE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,FORS,10,2009
2171,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
2172,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F5,_F5,EE,05,2009
2173,M,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,GEOG,GEOG_F4,NRE_F4,GEOG,GEOG_S4,NRE_S4,GEOG,GEOG_F5,NRE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,GEOG,10,2009
2174,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,GE,GE_F4,ENG_F4,,NE_S4,NE_S4,GE,GE_F5,ENG_F5,PSYC,PSYC_S5,SCI_S5,PSYC,PSYC_F6,SCI_F6,,GRAD_S6,GRAD_S6,201009,GRAD_S6,_S6,PSYC,08,2010
2175,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
2176,F,O,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,APSC,APSC_S3,ALS_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2177,M,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,UST,UST_F2,IC_F2,UST,UST_S2,IC_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,FIN,03,2009
2178,M,I,White,BC,BC_F1,AUS_F1,Fall 2005,BC,BC_S1,AUS_S1,BC,BC_F2,AUS_F2,BC,BC_S2,AUS_S2,BC,BC_F3,AUS_F3,BC,BC_S3,AUS_S3,BC,BC_F4,AUS_F4,BC,BC_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BC,02,2009
2179,F,I,White,BCHM,BCHM_F1,ALS_F1,Fall 2005,BCHM,BCHM_S1,ALS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ENGL,07,2009
2180,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,CPE,CPE_F5,ENG_F5,CPE,CPE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,CPE,05,2010
