"ID","SEXENT","tuition_IO","race_ethn_desc_IPEDS","Major_F1","coll_f1","entering_fall","Major_S1","coll_s1","Major_F2","coll_f2","Major_S2","coll_s2","Major_F3","coll_f3","Major_S3","coll_s3","Major_F4","coll_f4","Major_S4","coll_s4","Major_F5","coll_f5","Major_S5","coll_s5","Major_F6","coll_f6","Major_S6","coll_s6","dgrterm","grad_year","SF"
"1529","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1530","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","PHYS_F2","SCI_F2","NE_S2","NE_S2","PHYS_F3","SCI_F3","NE_S3","NE_S3","NE_F4","NE_F4","PHYS_S4","SCI_S4","BC_F5","AUS_F5","BC_S5","AUS_S5","BC_F6","AUS_F6","BC_S6","AUS_S6","200801",,
"1531","M","I","Hispanics of any race","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","COMM_F5","LAHS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"1532","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1533","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CPE_F2","ENG_F2","CPE_S2","ENG_S2","CPE_F3","ENG_F3","NE_S3","NE_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","CPE_F5","ENG_F5","CPE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1534","M","I","White","GE_F1","ENG_F1","Fall 2001","UST_S1","IC_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1535","M","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1536","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","SOC_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1537","M","I","Asian","CHEM_F1","SCI_F1","Fall 2001","CHEM_S1","SCI_S1","CHEM_F2","SCI_F2","CHEM_S2","SCI_S2","CHEM_F3","SCI_F3","CHEM_S3","SCI_S3","CHEM_F4","SCI_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"1538","M","I","Asian","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CPE_F2","ENG_F2","CPE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1539","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","NE_S3","NE_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1540","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","MINE_F2","ENG_F2","MINE_S2","ENG_S2","ENGL_F3","LAHS_F3","ENGL_S3","LAHS_S3","ENGL_F4","LAHS_F4","ENGL_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1541","M","I","White","PHYS_F1","SCI_F1","Fall 2001","PHYS_S1","SCI_S1","PHYS_F2","SCI_F2","PHYS_S2","SCI_S2","PHYS_F3","SCI_F3","PHYS_S3","SCI_S3","PHYS_F4","SCI_F4","PHYS_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1542","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1543","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","GE_F3","ENG_F3","CT_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","AHRM_F5","LAHS_F5","AHRM_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1544","F","I","Black or African American","APSC_F1","ALS_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","APSC_S2","ALS_S2","APSC_F3","ALS_F3","APSC_S3","ALS_S3","APSC_F4","ALS_F4","APSC_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1545","F","I","White","APSC_F1","ALS_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","APSC_S2","ALS_S2","APSC_F3","ALS_F3","APSC_S3","ALS_S3","APSC_F4","ALS_F4","APSC_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1546","M","I","White","PHYS_F1","SCI_F1","Fall 2001","PHYS_S1","SCI_S1","PHYS_F2","SCI_F2","PHYS_S2","SCI_S2","PHYS_F3","SCI_F3","PHYS_S3","SCI_S3","PHYS_F4","SCI_F4","PHYS_S4","SCI_S4","HIST_F5","LAHS_F5","HIST_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1547","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","CS_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"1548","M","I","Asian","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1549","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1550","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","AHRM_F5","LAHS_F5","AHRM_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1551","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","NE_F5","NE_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"1552","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1553","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","NE_F3","NE_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1554","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CE_F2","ENG_F2","CE_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1555","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1556","F","I","White","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","ACIS_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1557","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","BCHM_F2","ALS_F2","BCHM_S2","ALS_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1558","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ISE_S3","ENG_S3","ISE_F4","ENG_F4","ISE_S4","ENG_S4","ECAS_F5","SCI_F5","ECAS_S5","SCI_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200606","GRAD_F6","F6"
"1559","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ISE_F2","ENG_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1560","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","ECON_F2","BIZ_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1561","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","HIDM_F3","LAHS_F3","AHRM_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1562","M","I","White","FIN_F1","BIZ_F1","Fall 2001","FIN_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","FIN_F5","BIZ_F5","FIN_S5","BIZ_S5","FIN_F6","BIZ_F6","FIN_S6","BIZ_S6","201001",,
"1563","M","I","White","ARCH_F1","AUS_F1","Fall 2001","ARCH_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1564","M","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1565","M","I","Hispanics of any race","BIOL_F1","SCI_F1","Fall 2001","CHEM_S1","SCI_S1","CHEM_F2","SCI_F2","CHEM_S2","SCI_S2","CHEM_F3","SCI_F3","CHEM_S3","SCI_S3","CHEM_F4","SCI_F4","CHEM_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1566","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1567","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","PSYC_F2","SCI_F2","PSYC_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1568","M","I","Black or African American","BCHM_F1","ALS_F1","Fall 2001","BCHM_S1","ALS_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"1569","M","I","White","FORS_F1","NRE_F1","Fall 2001","FORS_S1","NRE_S1","FORS_F2","NRE_F2","FORS_S2","NRE_S2","FORS_F3","NRE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6","201101",,
"1570","M","I","Black or African American","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CPE_F2","ENG_F2","CPE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","SPAN_F4","LAHS_F4","SPAN_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1571","M","I","Black or African American","MUS_F1","SCI_F1","Fall 2001","MUS_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","MUS_F3","LAHS_F3","MUS_S3","LAHS_S3","MUS_F4","LAHS_F4","MUS_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1572","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","NE_F5","NE_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"1573","F","I","Asian","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1574","M","I","White","FIN_F1","BIZ_F1","Fall 2001","FIN_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1575","F","I","White","HD_F1","LAHS_F1","Fall 2001","HD_S1","LAHS_S1","HD_F2","LAHS_F2","HD_S2","LAHS_S2","HD_F3","LAHS_F3","HD_S3","LAHS_S3","HD_F4","LAHS_F4","HD_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1576","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","GEOL_F2","SCI_F2","GEOL_S2","SCI_S2","GEOL_F3","SCI_F3","GEOL_S3","SCI_S3","GEOS_F4","SCI_F4","GEOS_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1577","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","OE_F2","ENG_F2","DAE_S2","ENG_S2","DAE_F3","ENG_F3","DAE_S3","ENG_S3","DAE_F4","ENG_F4","DAE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1578","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1579","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","ECON_F5","BIZ_F5","ECON_S5","BIZ_S5","ECON_F6","BIZ_F6","GRAD_S6","GRAD_S6","200609","GRAD_S6","S6"
"1580","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","CE_S2","ENG_S2","CE_F3","ENG_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1581","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"1582","M","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","GE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","NE_S4","NE_S4","EE_F5","ENG_F5","EE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1583","M","I","White","GE_F1","ENG_F1","Fall 2001","UST_S1","IC_S1","ECAS_F2","SCI_F2","ECAS_S2","SCI_S2","ECAS_F3","SCI_F3","ECAS_S3","SCI_S3","ECAS_F4","SCI_F4","ECAS_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1584","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","HD_S2","LAHS_S2","HD_F3","LAHS_F3","HD_S3","LAHS_S3","HD_F4","LAHS_F4","HD_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1585","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"1586","M","I","White","TA_F1","SCI_F1","Fall 2001","TA_S1","SCI_S1","ENGL_F2","SCI_F2","ENGL_S2","SCI_S2","NE_F3","NE_F3","ENGL_S3","LAHS_S3","ENGL_F4","LAHS_F4","ENGL_S4","LAHS_S4","ENGL_F5","LAHS_F5","ENGL_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"1587","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","NE_S3","NE_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1588","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","HORT_F3","ALS_F3","HORT_S3","ALS_S3","HORT_F4","ALS_F4","HORT_S4","ALS_S4","HORT_F5","ALS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"1589","F","I","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1590","F","I","White","WSCI_F1","NRE_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","APSC_S2","ALS_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1591","F","I","White","APSC_F1","ALS_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","APSC_S2","ALS_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1592","M","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"1593","M","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"1594","F","I","Black or African American","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","EE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","IDST_F5","LAHS_F5","IDST_S5","LAHS_S5","NE_F6","NE_F6","GRAD_S6","GRAD_S6","200706","GRAD_S6","S6"
"1595","M","I","White","ARCH_F1","AUS_F1","Fall 2001","ARCH_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
