ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,grad_year,degree_major,degree_college,degree_year
1260,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
1261,M,O,Not Reported,FIN,FIN_F1,BIZ_F1,Fall 2002,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
1262,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,ACIS,3,2007
1263,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
1264,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,,NE_S3,NE_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIT,3,2007
1265,F,O,White,CHEM,CHEM_F1,SCI_F1,Fall 2002,CHEM,CHEM_S1,SCI_S1,CHEM,CHEM_F2,SCI_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
1266,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ME,5,2008
1267,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
1268,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AE,5,2007
1269,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIOL,8,2007
1270,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ARCH,2,2008
1271,F,I,White,GE,GE_F1,ENG_F1,Fall 2002,ISE,ISE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,,NE_F3,NE_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ISE,5,2008
1272,M,I,White,US,US_F1,IC_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1273,M,I,White,IS,IS_F1,LAHS_F1,Fall 2002,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HIST,7,2007
1274,M,O,White,ACIS,ACIS_F1,BIZ_F1,Fall 2002,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ACIS,3,2007
1275,M,O,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,IDST,7,2007
1276,M,I,White,MATH,MATH_F1,SCI_F1,Fall 2002,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,,NE_S4,NE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MATH,8,2007
1277,M,I,White,US,US_F1,IC_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1278,M,O,Black or African American,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1279,M,O,White,MKTG,MKTG_F1,BIZ_F1,Fall 2002,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
1280,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,CHE,CHE_F4,ENG_F4,CHE,CHE_S4,ENG_S4,CHE,CHE_F5,ENG_F5,CHE,CHE_S5,ENG_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1281,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,IDST,IDST_S5,LAHS_S5,IDST,IDST_F6,LAHS_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S6,IDST,7,2008
1282,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,EE,5,2007
1283,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ME,5,2007
1284,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSYC,8,2007
1285,M,O,Not Reported,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AHRM,7,2007
1286,F,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,,NE_F4,NE_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,IDST,IDST_S5,LAHS_S5,,NE_F6,NE_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S6,IDST,7,2008
1287,M,O,Not Reported,ACIS,ACIS_F1,BIZ_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1288,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AE,5,2007
1289,F,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,CHE,CHE_F4,ENG_F4,CHE,CHE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CHE,5,2007
1290,M,O,White,WSCI,WSCI_F1,NRE_F1,Fall 2002,WSCI,WSCI_S1,NRE_S1,,NE_F2,NE_F2,WSCI,WSCI_S2,NRE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1291,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200706,GRAD_F5,MATH,8,2007
1292,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1293,F,O,White,APSC,APSC_F1,ALS_F1,Fall 2002,APSC,APSC_S1,ALS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1294,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,,NE_S4,NE_S4,AE,AE_F5,ENG_F5,AE,AE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,AE,5,2008
1295,F,O,White,DASC,DASC_F1,ALS_F1,Fall 2002,DASC,DASC_S1,ALS_S1,DASC,DASC_F2,ALS_F2,DASC,DASC_S2,ALS_S2,AGED,AGED_F3,LAHS_F3,AGED,AGED_S3,LAHS_S3,AGED,AGED_F4,LAHS_F4,AGED,AGED_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AGED,7,2007
1296,F,I,Black or African American,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,CPE,CPE_F5,ENG_F5,CPE,CPE_S5,ENG_S5,CPE,CPE_F6,ENG_F6,CPE,CPE_S6,ENG_S6,200901,,CPE,5,2009
1297,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ISE,5,2008
1298,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,GE,GE_S3,ENG_S3,SPAN,SPAN_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1299,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,,NE_S5,NE_S5,ME,ME_F6,ENG_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S6,ME,5,2008
1300,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ME,5,2007
1301,M,I,White,MUS,MUS_F1,LAHS_F1,Fall 2002,MUS,MUS_S1,LAHS_S1,MUS,MUS_F2,LAHS_F2,MUS,MUS_S2,LAHS_S2,SOC,SOC_F3,LAHS_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,SOC,SOC_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,SOC,7,2007
1302,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,,NE_S3,NE_S3,GE,GE_F4,ENG_F4,ESM,ESM_S4,ENG_S4,ESM,ESM_F5,ENG_F5,ESM,ESM_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ESM,5,2008
1303,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ME,5,2007
1304,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
1305,F,O,White,HTM,HTM_F1,BIZ_F1,Fall 2002,HTM,HTM_S1,BIZ_S1,HTM,HTM_F2,BIZ_F2,HTM,HTM_S2,BIZ_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,HTM,HTM_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,HTM,3,2007
1306,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,,NE_F4,NE_F4,CS,CS_S4,ENG_S4,CS,CS_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,CS,5,2007
1307,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ME,5,2007
1308,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,AE,AE_F5,ENG_F5,AE,AE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,AE,5,2008
1309,F,O,White,WSCI,WSCI_F1,NRE_F1,Fall 2002,WSCI,WSCI_S1,NRE_S1,WSCI,WSCI_F2,NRE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1310,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1311,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,,NE_S2,NE_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ME,5,2007
1312,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,,NE_S3,NE_S3,ECAS,ECAS_F4,SCI_F4,ECAS,ECAS_S4,SCI_S4,ECAS,ECAS_F5,SCI_F5,ECAS,ECAS_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ECAS,8,2008
1313,F,O,White,MKTG,MKTG_F1,BIZ_F1,Fall 2002,MKTG,MKTG_S1,BIZ_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
1314,F,O,White,ITDS,ITDS_F1,AUS_F1,Fall 2002,ITDS,ITDS_S1,AUS_S1,ITDS,ITDS_F2,AUS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
1315,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CPE,5,2007
1316,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSYC,8,2007
1317,M,I,White,BIT,BIT_F1,BIZ_F1,Fall 2002,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200706,GRAD_F5,BIT,3,2007
