ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,GRAD_SF,SF,degree_major,degree_college,degree_year
3882,F,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2002,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,ARCH,02,2007
3883,M,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,,NE_F3,NE_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,BIOL,BIOL_F5,SCI_F5,BIOL,BIOL_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,BIOL,08,2007
3884,M,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3885,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,UST,UST_S1,IC_S1,UST,UST_F2,IC_F2,ECON,ECON_S2,BIZ_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,ENGL,ENGL_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,ENGL,07,2006
3886,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,FIN,FIN_F5,BIZ_F5,FIN,FIN_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,FIN,03,2007
3887,F,I,Asian,HD,HD_F1,LAHS_F1,Fall 2002,IDST,IDST_S1,SCI_S1,ENGL,ENGL_F2,LAHS_F2,,NE_S2,NE_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200509,GRAD_S4,S4,ENGL,07,2005
3888,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,ACIS,03,2006
3889,M,I,Asian,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,US,US_F4,IC_F4,US,US_S4,IC_S4,GE,GE_F5,ENG_F5,CE,CE_S5,ENG_S5,,NE_F6,NE_F6,CE,CE_S6,ENG_S6,200901,,,CE,05,2009
3890,F,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,CT,CT_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,HIST,07,2006
3891,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3892,F,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,ARCH,ARCH_F6,AUS_F6,ARCH,ARCH_S6,AUS_S6,200801,,,ARCH,02,2008
3893,M,O,Hispanics of any race,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,IS,07,2006
3894,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3895,M,I,Black or African American,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,GE,GE_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,ESM,ESM_F5,ENG_F5,ESM,ESM_S5,ENG_S5,,NE_F6,NE_F6,ESM,ESM_S6,ENG_S6,,,,,,
3896,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,BIOL,08,2006
3897,M,I,Asian,CS,CS_F1,SCI_F1,Fall 2002,CS,CS_S1,SCI_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,ECON,ECON_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,ECON,03,2006
3898,M,I,Asian,WSCI,WSCI_F1,NRE_F1,Fall 2002,WSCI,WSCI_S1,NRE_S1,WSCI,WSCI_F2,NRE_F2,MKTG,MKTG_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,BIT,03,2006
3899,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,BIT,BIT_F5,BIZ_F5,BIT,BIT_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,BIT,03,2007
3900,M,I,Black or African American,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,MGT,03,2006
3901,F,I,Not Reported,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3902,M,O,Asian,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,BSE,BSE_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,ME,05,2006
3903,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,ISE,05,2007
3904,M,O,Black or African American,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,,NE_S3,NE_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,CE,05,2006
3905,M,O,Asian,CS,CS_F1,SCI_F1,Fall 2002,CS,CS_S1,SCI_S1,CS,CS_F2,ENG_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,FIN,FIN_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,FIN,03,2006
3906,F,I,Asian,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,US,US_F4,IC_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,IDST,IDST_S5,LAHS_S5,IDST,IDST_F6,LAHS_F6,IDST,IDST_S6,LAHS_S6,,,,,,
3907,M,O,Black or African American,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,,NE_F2,NE_F2,BUS,BUS_S2,BIZ_S2,BUS,BUS_F3,BIZ_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3908,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,BC,BC_F3,AUS_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3909,M,O,Nonresident Alien,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,,NE_S3,NE_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,EE,EE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,EE,05,2006
3910,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,CPE,05,2006
3911,M,I,White,CS,CS_F1,SCI_F1,Fall 2002,CS,CS_S1,SCI_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,ACIS,03,2006
3912,M,O,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,BIOC,BIOC_F2,SCI_F2,BIOC,BIOC_S2,SCI_S2,BIOC,BIOC_F3,SCI_F3,BIOC,BIOC_S3,SCI_S3,BIOC,BIOC_F4,SCI_F4,BIOC,BIOC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200606,GRAD_F5,F5,BIOC,08,2006
3913,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,ARCH,ARCH_F6,AUS_F6,ARCH,ARCH_S6,AUS_S6,200901,,,ARCH,02,2009
3914,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3915,F,I,White,IDS,IDS_F1,AUS_F1,Fall 2002,IDS,IDS_S1,AUS_S1,IDS,IDS_F2,AUS_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,IDS,02,2006
3916,F,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,AHRM,AHRM_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,AHRM,07,2007
3917,M,I,Black or African American,MKTG,MKTG_F1,BIZ_F1,Fall 2002,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,CT,CT_S2,LAHS_S2,CT,CT_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,AHRM,AHRM_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,AHRM,07,2007
3918,M,I,White,MUS,MUS_F1,SCI_F1,Fall 2002,MUS,MUS_S1,SCI_S1,MUS,MUS_F2,LAHS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,ARCH,ARCH_F6,AUS_F6,ARCH,ARCH_S6,AUS_S6,200801,,,ARCH,02,2008
3919,M,O,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,IS,IS_S1,SCI_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,,NE_S3,NE_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,IS,07,2006
3920,F,O,White,ENGL,ENGL_F1,SCI_F1,Fall 2002,ENGL,ENGL_S1,SCI_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,ENGL,ENGL_F5,LAHS_F5,ENGL,ENGL_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,ENGL,07,2007
3921,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,CHE,CHE_F4,ENG_F4,CHE,CHE_S4,ENG_S4,CHE,CHE_F5,ENG_F5,CHE,CHE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,CHE,05,2007
3922,F,I,Nonresident Alien,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,FIN,03,2006
3923,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,HNFE,01,2007
3924,F,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,,NE_S3,NE_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,ISE,05,2007
3925,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,MINE,MINE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,ECAS,ECAS_F6,SCI_F6,ECAS,ECAS_S6,SCI_S6,,,,,,
3926,F,I,Black or African American,CT,CT_F1,LAHS_F1,Fall 2002,CT,CT_S1,LAHS_S1,CT,CT_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,AHRM,07,2006
3927,M,O,White,IDS,IDS_F1,AUS_F1,Fall 2002,IDS,IDS_S1,AUS_S1,IDS,IDS_F2,AUS_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,IDS,02,2006
3928,M,I,White,MATH,MATH_F1,SCI_F1,Fall 2002,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,ESM,ESM_F5,ENG_F5,ESM,ESM_S5,ENG_S5,ESM,ESM_F6,ENG_F6,ESM,ESM_S6,ENG_S6,200901,,,ESM,05,2009
3929,M,I,Nonresident Alien,CS,CS_F1,SCI_F1,Fall 2002,CS,CS_S1,SCI_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,,NE_F4,NE_F4,CS,CS_S4,ENG_S4,CS,CS_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S5,S5,CS,05,2006
3930,M,I,Not Reported,IDS,IDS_F1,AUS_F1,Fall 2002,IDS,IDS_S1,AUS_S1,IDS,IDS_F2,AUS_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,IDS,02,2006
3931,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,AE,AE_F5,ENG_F5,AE,AE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F6,F6,AE,05,2007
3932,M,O,White,FIN,FIN_F1,BIZ_F1,Fall 2002,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,FIN,03,2006
3933,M,O,Black or African American,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,,NE_S2,NE_S2,BIOL,BIOL_F3,SCI_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,BIOL,BIOL_S4,SCI_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3934,F,O,Asian,BIOC,BIOC_F1,SCI_F1,Fall 2002,BIOC,BIOC_S1,SCI_S1,BIOC,BIOC_F2,SCI_F2,BIOC,BIOC_S2,SCI_S2,BIOC,BIOC_F3,SCI_F3,BCHM,BCHM_S3,ALS_S3,BCHM,BCHM_F4,ALS_F4,BCHM,BCHM_S4,ALS_S4,BCHM,BCHM_F5,ALS_F5,BIOL,BIOL_S5,SCI_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3935,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,GE,GE_S2,ENG_S2,HIST,HIST_F3,LAHS_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3936,M,O,White,CS,CS_F1,SCI_F1,Fall 2002,CS,CS_S1,SCI_S1,CS,CS_F2,ENG_F2,WSCI,WSCI_S2,NRE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3937,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,ME,05,2006
3938,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,MSE,MSE_S2,ENG_S2,MSE,MSE_F3,ENG_F3,MSE,MSE_S3,ENG_S3,MSE,MSE_F4,ENG_F4,MSE,MSE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F5,F5,MSE,05,2006
